,Op Type,Operator A,Operator B,Output,Bound,C/M ratio,Op Intensity,Latency (msec),Cycles,C Effcy,Flops (MFLOP),Input_a (MB),Input_w (MB),Output (MB),Total Data (MB),Throughput (Tflops),Compute Cycles,Memory Cycles
111,aten::pow,"[33, 33, 4, 4]",0,"[33, 33, 4, 4]",M,0.05625000000000001,0.5,7.743999999999999e-05,72.7936,1.0,0.034848,0.017424,0.0,0.017424,0.034848,0.45,4.09464,72.7936
112,aten::mul,"[33, 33, 4, 4]","[1, 33, 1, 1]","[33, 33, 4, 4]",M,0.0036550753397789418,0.49952696310312206,7.751333333333332e-05,72.86253333333333,1.0,0.034848,0.017424,3.3e-05,0.017424,0.034881,0.4495742667928099,0.2663180487804878,72.86253333333333
113,aten::_convolution,"[1, 33, 64, 64]","[33, 33, 4, 4]","[1, 33, 128, 128]",C,3.0130514740029346,411.78370144706776,0.004641866926829268,4363.354911219512,1.0,570.949632,0.135168,0.017424,0.540672,0.693264,123.0,4363.354911219512,1448.151466666667
114,aten::pow,"[33, 33, 4, 4]",0,"[33, 33, 4, 4]",M,0.05625000000000001,0.5,7.743999999999999e-05,72.7936,1.0,0.034848,0.017424,0.0,0.017424,0.034848,0.45,4.09464,72.7936
115,aten::mul,"[33, 33, 4, 4]","[1, 33, 1, 1]","[33, 33, 4, 4]",M,0.0036550753397789418,0.49952696310312206,7.751333333333332e-05,72.86253333333333,1.0,0.034848,0.017424,3.3e-05,0.017424,0.034881,0.4495742667928099,0.2663180487804878,72.86253333333333
116,aten::_convolution,"[1, 33, 128, 128]","[33, 33, 4, 4]","[1, 33, 256, 256]",C,3.0709385487023897,419.6949349893266,0.018567467707317074,17453.41964487805,1.0,2283.798528,0.540672,0.017424,2.162688,2.720784,123.0,17453.41964487805,5683.415466666667
117,aten::pow,"[256, 256]",0,"[256, 256]",M,0.056249999999999994,0.5,0.0002912711111111111,273.79484444444444,1.0,0.131072,0.065536,0.0,0.065536,0.131072,0.45,15.40096,273.79484444444444
118,aten::mul,"[256, 256]","[256, 1]","[256, 256]",M,0.003651404935101982,0.49902534113060426,0.00029184,274.3296,1.0,0.131072,0.065536,0.000256,0.065536,0.131328,0.44912280701754376,1.0016884552845529,274.3296
119,aten::linear,"[1, 256]","[256, 256]","[1, 256]",M,0.007260351673284174,0.9922480620155039,0.00014677333333333335,137.96693333333334,1.0,0.131072,0.000256,0.065536,0.000256,0.066048,0.8930232558139534,1.0016884552845529,137.96693333333334
120,aten::pow,"[4096, 264]",0,"[4096, 264]",M,0.05625,0.5,0.004805973333333334,4517.614933333333,1.0,2.162688,1.081344,0.0,1.081344,2.162688,0.44999999999999996,254.11584000000002,4517.614933333333
121,aten::mul,"[4096, 264]","[4096, 1]","[4096, 264]",M,0.003651620637189358,0.499054820415879,0.004815075555555557,4526.171022222223,1.0,2.162688,1.081344,0.004096,1.081344,2.166784,0.449149338374291,16.527859512195125,4526.171022222223
122,aten::linear,"[1, 264]","[4096, 264]","[1, 4096]",M,0.007287689066938785,0.9959841724816341,0.002412675555555556,2267.9150222222224,1.0,2.162688,0.000264,1.081344,0.004096,1.085704,0.8963857552334704,16.527859512195125,2267.9150222222224
123,aten::pow,"[256, 256, 4, 4]",0,"[256, 256, 4, 4]",M,0.056249999999999994,0.5,0.004660337777777778,4380.717511111111,1.0,2.097152,1.048576,0.0,1.048576,2.097152,0.45,246.41536,4380.717511111111
124,aten::mul,"[256, 256, 4, 4]","[1, 256, 1, 1]","[256, 256, 4, 4]",M,0.003658090041171374,0.4999389722934212,0.004660906666666667,4381.252266666667,1.0,2.097152,1.048576,0.000256,1.048576,2.097408,0.44994507506407905,16.027015284552846,4381.252266666667
125,aten::_convolution,"[1, 256, 4, 4]","[256, 256, 4, 4]","[1, 256, 8, 8]",M,0.45932155873282865,62.77394636015325,0.0023756800000000002,2233.1392,1.0,134.217728,0.004096,1.048576,0.016384,1.069056,56.49655172413792,1025.7289782113821,2233.1392
126,aten::pow,"[256, 20, 4, 4]",0,"[256, 20, 4, 4]",M,0.056249999999999994,0.5,0.00036408888888888886,342.24355555555553,1.0,0.16384,0.08192,0.0,0.08192,0.16384,0.45,19.251199999999997,342.24355555555553
127,aten::mul,"[256, 20, 4, 4]","[1, 20, 1, 1]","[256, 20, 4, 4]",M,0.0036580900411713746,0.4999389722934212,0.0003641333333333333,342.2853333333333,1.0,0.16384,0.08192,2e-05,0.08192,0.16386,0.4499450750640791,1.252110569105691,342.2853333333333
128,aten::_convolution,"[1, 256, 8, 8]","[256, 20, 4, 4]","[1, 20, 16, 16]",C,1.4836995894711422,202.77227722772278,0.000341000325203252,320.5403056910569,1.0,41.94304,0.016384,0.08192,0.00512,0.103424,123.0,320.5403056910569,216.04124444444443
129,aten::pow,"[20, 20, 4, 4]",0,"[20, 20, 4, 4]",M,0.05625,0.5,2.8444444444444444e-05,26.737777777777776,1.0,0.0128,0.0064,0.0,0.0064,0.0128,0.45,1.504,26.737777777777776
130,aten::mul,"[20, 20, 4, 4]","[1, 20, 1, 1]","[20, 20, 4, 4]",M,0.0036528290399908685,0.49921996879875197,2.8488888888888885e-05,26.779555555555554,1.0,0.0128,0.0064,2e-05,0.0064,0.01282,0.44929797191887677,0.09782113821138212,26.779555555555554
131,aten::_convolution,"[1, 20, 16, 16]","[20, 20, 4, 4]","[1, 20, 32, 32]",C,1.4985365853658539,204.8,0.00010656260162601626,100.1688455284553,1.0,13.1072,0.00512,0.0064,0.02048,0.032,123.0,100.1688455284553,66.84444444444445
132,aten::pow,"[20, 15, 4, 4]",0,"[20, 15, 4, 4]",M,0.05625,0.5,2.133333333333333e-05,20.05333333333333,1.0,0.0096,0.0048,0.0,0.0048,0.0096,0.45,1.128,20.05333333333333
133,aten::mul,"[20, 15, 4, 4]","[1, 15, 1, 1]","[20, 15, 4, 4]",M,0.0036528290399908685,0.49921996879875197,2.1366666666666667e-05,20.084666666666667,1.0,0.0096,0.0048,1.5e-05,0.0048,0.009615,0.44929797191887677,0.0733658536585366,20.084666666666667
134,aten::_convolution,"[1, 20, 32, 32]","[20, 15, 4, 4]","[1, 15, 64, 64]",C,1.6588965889658898,226.71586715867159,0.0003196878048780488,300.5065365853659,1.0,39.3216,0.02048,0.0048,0.06144,0.08672,122.99999999999999,300.5065365853659,181.14844444444446
135,aten::pow,"[15, 15, 4, 4]",0,"[15, 15, 4, 4]",M,0.056249999999999994,0.5,1.6e-05,15.040000000000001,1.0,0.0072,0.0036,0.0,0.0036,0.0072,0.45,0.846,15.040000000000001
136,aten::mul,"[15, 15, 4, 4]","[1, 15, 1, 1]","[15, 15, 4, 4]",M,0.003650930480198773,0.498960498960499,1.6033333333333335e-05,15.071333333333335,1.0,0.0072,0.0036,1.5e-05,0.0036,0.007215,0.44906444906444903,0.05502439024390244,15.071333333333335
137,aten::_convolution,"[1, 15, 64, 64]","[15, 15, 4, 4]","[1, 15, 128, 128]",C,1.3886053300687446,189.77606177606177,0.0009590634146341464,901.5196097560976,1.0,117.9648,0.06144,0.0036,0.24576,0.3108,123.0,901.5196097560976,649.2266666666667
138,aten::pow,"[15, 15, 4, 4]",0,"[15, 15, 4, 4]",M,0.056249999999999994,0.5,1.6e-05,15.040000000000001,1.0,0.0072,0.0036,0.0,0.0036,0.0072,0.45,0.846,15.040000000000001
139,aten::mul,"[15, 15, 4, 4]","[1, 15, 1, 1]","[15, 15, 4, 4]",M,0.003650930480198773,0.498960498960499,1.6033333333333335e-05,15.071333333333335,1.0,0.0072,0.0036,1.5e-05,0.0036,0.007215,0.44906444906444903,0.05502439024390244,15.071333333333335
140,aten::_convolution,"[1, 15, 128, 128]","[15, 15, 4, 4]","[1, 15, 256, 256]",C,1.4007742180635048,191.43914313534566,0.0038362536585365855,3606.0784390243903,1.0,471.8592,0.24576,0.0036,0.98304,1.2324,123.0,3606.0784390243903,2574.346666666667
141,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
142,aten::matmul,"[4, 1]","[1, 4]","[4, 4]",M,0.004878048780487805,0.6666666666666666,5.3333333333333334e-08,0.050133333333333335,1.0,3.2e-05,4e-06,4e-06,1.6e-05,2.4e-05,0.6,0.0002445528455284553,0.050133333333333335
143,aten::mul,"[4, 1]",1,"[4, 1]",M,0.003252032520325203,0.4444444444444444,2e-08,0.0188,1.0,8e-06,4e-06,1e-06,4e-06,9e-06,0.39999999999999997,6.113821138211382e-05,0.0188
144,aten::mul,"[1, 4]",1,"[1, 4]",M,0.003252032520325203,0.4444444444444444,2e-08,0.0188,1.0,8e-06,4e-06,1e-06,4e-06,9e-06,0.39999999999999997,6.113821138211382e-05,0.0188
145,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
146,aten::matmul,"[4, 1]","[1, 4]","[4, 4]",M,0.004878048780487805,0.6666666666666666,5.3333333333333334e-08,0.050133333333333335,1.0,3.2e-05,4e-06,4e-06,1.6e-05,2.4e-05,0.6,0.0002445528455284553,0.050133333333333335
147,aten::cos,"[4, 4]",0,"[4, 4]",M,0.056249999999999994,0.5,7.111111111111111e-08,0.06684444444444444,1.0,3.2e-05,1.6e-05,0.0,1.6e-05,3.2e-05,0.45,0.00376,0.06684444444444444
148,aten::reciprocal,[],0,[],M,0.056249999999999994,0.5,4.444444444444444e-09,0.004177777777777778,1.0,2e-06,1e-06,0.0,1e-06,2e-06,0.45,0.000235,0.004177777777777778
149,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
150,aten::mul,"[4, 4]","[1, 3, 65536, 4, 4]","[1, 3, 65536, 4, 4]",M,0.003658527281249843,0.49999872843747856,0.013981048888888889,13142.185955555557,1.0,6.291456,1.6e-05,3.145728,3.145728,6.291472,0.4499988555937307,48.08104585365854,13142.185955555557
151,aten::matmul,"[4, 4]","[1, 3, 65536, 4, 4]","[1, 3, 65536, 4, 4]",M,0.014634109124999371,1.9999949137499142,0.013981048888888889,13142.185955555557,1.0,25.165824,1.6e-05,3.145728,3.145728,6.291472,1.7999954223749228,192.32418341463415,13142.185955555557
152,aten::matmul,"[1, 3, 65536, 4, 4]","[4, 4]","[1, 3, 65536, 4, 4]",M,0.014634109124999371,1.9999949137499142,0.013981048888888889,13142.185955555557,1.0,25.165824,3.145728,1.6e-05,3.145728,6.291472,1.7999954223749228,192.32418341463415,13142.185955555557
153,aten::mul,1,"[1, 3, 65536, 4, 4]","[1, 3, 65536, 4, 4]",M,0.003658536003857216,0.4999999205271529,0.013981015555555556,13142.154622222222,1.0,6.291456,1e-06,3.145728,3.145728,6.291457,0.44999992847443765,48.08104585365854,13142.154622222222
154,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
155,aten::mul,"[1, 3, 1024, 1024]","[1, 3, 1, 1]","[1, 3, 1024, 1024]",M,0.0036585348408404972,0.4999997615815346,0.013981019999999999,13142.1588,1.0,6.291456,3.145728,3e-06,3.145728,6.291459,0.44999978542338115,48.08104585365854,13142.1588
